X195,X197,X199,X287,X294,X316,X470,X539,X545,X546,X548,X550,X562,X569,X571,X573,X582,X584,X615,X630,X727,X730,X732,X817,X818,X824,X837,X847,X853,X856,X860,X901,X1019,X1245,X1246,X1249,X1254,X1255,X1280,X1281,X1282,X1283,X1295,X1302,X1303,X1304,X1307,X1308,X1309,X1311,X1313,X1314,X1326,X1328,X1338,X1346,X1349,X1351,X1352,X1354,X1358,X1363,X1366,X1398,X1423,X1492,X1494,X1496,X1502,X1561,X1579,X1580,X1587,X1589,X1590,X1596,X1597,X1598,X1599,X1601,X1604,X1613,X1624,X1648,X1661,X1680,X1681,X1683,X1685,X1736,X1744,X1747,X2173,X2756,X10678,X10679,X10680,X10710,X10742,X10761,X28025,X28037,X28038,X28116,X28118,X28131,X28132,X28141,X28901,X29343,X29385,X29466,X33033,X33959,X34085,X35703,X35760,X37554,X38289,X39488,X39950,X43675,X44742,X46867,X47678,X47715,X51663,X51669,X52773,X53345,X54291,X55884,X57706,X61645,X61648,X66284,X67824,X67827,X69328,X69966,X74426,X76123,X76832,X79604,X82983,X84112,X102684,X103216,X105219,X137591,X155148,X158847,X185008,X190721,X208224,X208479,X208962,X216816,X227940,X239935,X244366,X246787,X248315,X249188,X255248,X283734,X292800,X299767,X315405,X399726,X413503,X414970,X417368,X432198,X502558,X536441,X544580,X573062,X631220,X649756,X671223,X702967,X712122,X712357,X712411,X712538,X712633,X713030,X1042156,X1090133,X1134687,X1147143,X1147144,X1147145,X1147146,X1147147,X1147148,X1147149,X1147150,X1147151,X1147152,X1147153,X1147157,X1156431,X1156433,X1160721,X1168034,X1197717,X1211417,X1216932,X1225789,X1296536,X1297617,X1324352,X1335613,X1357825,X1407493,X1463165,X1471761,X1476577,X1524881,X1528099,X1531429,X1539298,X1560339,X1562970,X1572656,X1642646,X1649239,X1649240,X1655645,X1679721,X1692238,X1702170,X1702221,X1712675,X1725232,X1759399,X1785995,X1796613,X1796616,X1805478,X1805714,X1812934,X1812935,X1813821,X1815968,X1827481,X1834196,X1834198,X1834205,X1834207,X1839799,X1841863,X1852373,X1852374,X1852377,X1868135,X1870984,X1871021,X1871025,X1871034,X1884263,X1889813,X1902136,X1905288,X1907578,X1912856,X1915310,X1934254,X1944646,X2025876,X2026240,X2051905,real_y
0.00289255,6.87E-05,0,3.52E-07,3.41E-07,0,0,0,5.00E-06,0,4.79E-06,6.42E-07,0.00871442,0,7.00E-07,2.73E-05,0,0,2.19E-07,2.91E-68,1.45E-06,0,1.00E-22,0.0830881,0.000618325,0,7.67E-06,7.23E-05,0.0230913,0,0,8.89E-06,0,0,0,0,0,0,7.59E-06,2.22E-07,1.31E-06,0,6.38E-74,0.000101911,5.15E-05,0.0497596,0.000426788,2.65E-05,2.55E-05,0.00021605,2.60E-05,2.65E-05,0.000197041,7.56E-05,5.75E-06,0,0,6.82E-06,0.00217822,0,5.39E-06,7.66E-76,9.96E-07,1.13E-06,0,0,8.04E-18,0.002056,3.60E-05,0,1.11E-06,0,5.46E-07,0,2.21E-07,4.06E-08,1.12E-06,5.42E-07,0,1.05E-06,7.51E-06,5.33E-07,8.43E-07,0,0,0.0553544,6.26E-05,1.02E-05,0.00119204,2.41E-05,0,4.53E-06,2.04E-06,0,0,0,0.00896861,9.35197997586537e-316,6.59E-297,0,0,3.17E-05,0,0.00476112,0.00106553,7.91E-06,0,2.36E-71,1.62E-05,0,0,0.000767348,5.53E-05,2.21E-06,1.33E-05,4.06E-06,0,0,4.60E-07,0.00489092,1.17E-05,2.84E-05,0.00011258,6.21E-07,0.00162834,5.72E-07,0,0,2.75E-06,0,0,2.44E-282,0,0,0,0,0,0,0,0,0.0156181,0,0,0,0,0.000316718,4.8541406231692e-318,0,1.14E-07,0,0,1.63E-05,0,9.33E-08,0,0.000638313,7.78E-06,0.00324824,0,0.000120103,1.98E-05,0.000300295,1.69E-06,0,0,0,0.000194205,0,2.53E-06,0,0,5.33E-119,0,0,1.46E-06,0,5.68E-06,0,3.32E-07,0.0460509,1.29E-06,0,7.42E-06,0,1.13E-05,9.94E-07,1.94E-05,0,0.000914041,0,0,0,0,0,1.07E-297,0,2.13E-208,0.000110454,0,0,0,0,0,7.66E-05,7.70E-05,0.00011025,0,3.89E-05,2.35E-05,1.24E-57,0,0,1.47E-06,0.0002742,0.000196969,0,0,0,3.14E-07,5.39E-05,0,0,5.77E-07,3.00E-148,0,0,1.86E-05,3.11E-06,0,1.08E-53,0,4.43E-07,0,0,4.47E-07,3.32E-05,9.69E-109,1.36E-05,6.54E-07,0.00069119,9.01E-06,0,7.08E-06,0,6.12E-07,0,0,0,6.07E-05,9.32E-06,2.72E-06,6.50E-05,0.000879936,1.44E-07,0.000116564,0,9.05E-06,0,0,5.20E-05,0,0,0,3.85E-07,3.58E-06,0,0,4.97E-06,0,0,1.22E-06,0.00534696,0,3.61E-70,1
0.000483553,1.73E-05,0,6.97E-06,1.23E-54,0,4.84E-07,0,2.35E-59,0.000276785,6.53E-06,4.08E-05,0.00494181,0,7.12E-07,5.69E-05,5.32E-06,2.46E-07,0,0,0,0,2.78E-07,0.0225902,0.00735736,0,4.14E-06,0.000282305,0.00226485,0.000373283,1.00E-07,6.88E-07,1.30E-06,1.29E-06,1.14E-50,1.99E-06,0,0,2.73E-06,1.89E-07,1.49E-06,0,0,0.000153382,3.05E-06,0.0020732,2.80E-05,1.12E-05,1.85E-05,0.00013345,1.19E-06,9.73E-05,3.71E-05,8.98E-06,8.28E-06,0,0,4.92E-05,0.00032183,1.32E-06,9.75E-07,2.48E-06,4.22E-07,8.75E-07,0,0,8.07E-07,0.00178121,6.04E-06,0,1.30E-05,2.98E-230,5.71E-07,0,1.71E-06,6.40E-05,1.64E-06,4.82E-177,0,2.03E-06,1.70E-05,4.83E-05,0.000319949,5.52E-07,2.94E-224,0.124742,0.0956914,6.99E-05,0.00107123,0.000767435,3.65E-07,0,2.08E-06,7.41E-08,0,0,7.28E-203,0,0,0,0,5.75E-06,2.66E-20,0.0200992,0.000966988,1.54E-05,2.51E-06,2.20E-07,4.91E-06,4.37E-07,0,1.57E-05,3.51E-06,5.52E-07,0,5.23E-07,0,0,0,0.00246626,0.000357724,1.71E-06,0.000144022,0,0.0238195,9.80E-07,0,0,4.73E-07,5.45E-07,6.68E-06,0,8.78E-07,2.83E-06,0,0,0,4.20E-08,0,4.36E-07,0.00333332,2.6472037304174e-319,1.16E-07,0,0,0.00227154,6.14E-50,4.08E-270,1.25E-07,0,0,4.33E-07,4.29E-244,0,5.41E-07,0.00472127,3.57E-06,0.0530993,2.07E-172,0.0002687,1.92E-06,0.00425432,0,0,5.65E-07,0,0.00891581,0,0,3.77E-14,0,0,0,0,0,0,3.60E-06,1.18E-06,1.03E-06,0.00196183,0,0,0,3.95E-07,0,0,1.50E-06,0,0.000127084,1.00E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,9.00E-06,6.22E-06,1.45E-05,0,2.78E-05,0.0508572,0,0,0,9.02E-05,5.27E-05,0.000289195,5.05E-238,0,1.26E-05,0,2.71E-148,0,0,0,0,2.68E-07,0,0,2.62E-07,3.99E-270,4.12E-157,0,3.34E-160,0,9.22E-07,0,0.00274287,0,0.000125966,1.09E-06,0.000794294,3.98E-07,0,1.36E-05,0,1.74E-06,0,0,1.07E-06,2.88E-05,6.02E-06,6.61E-07,0.000370834,7.72E-05,5.28E-06,3.07E-05,0,2.17E-06,2.71E-39,2.13E-06,8.99E-05,2.96E-39,0,0,0,1.28E-51,0,0,1.75E-05,7.45E-06,0,7.40E-07,0.000469485,1.67E-07,6.32E-218,1
0.00207337,0.000128393,3.58E-12,2.63E-06,0,0,9.56E-07,0,0,0.00120892,0.0771673,0.0096785,0.00385989,1.21E-06,0.00036185,0.000266366,0,4.81E-07,3.94E-07,0,4.95E-05,0,1.82E-06,0.00471666,0.00064692,8.72E-07,0,1.57E-06,0.0112661,0,3.57E-06,6.79E-07,1.59E-07,6.86E-07,1.96E-05,0,0,0,4.72E-05,0,0,0,0,0.00188288,6.53E-05,0.0818691,0.000524223,0.000157366,4.91E-06,0.00047588,5.18E-05,0.000184149,3.35E-05,5.21E-05,4.61E-05,0,1.08E-06,1.95E-05,0.00203902,0,2.25E-06,9.95E-07,4.23E-06,0,7.90E-07,0,1.55E-05,0.00577582,9.84E-06,0,0,0.000294836,1.06E-07,0,1.64E-05,0,9.26E-05,9.88131291682493e-324,2.05E-06,2.66E-06,0,8.34E-05,6.39E-05,1.13E-06,0,0.205953,3.14E-05,2.39E-06,0.00200414,7.17E-05,0,2.29E-06,9.88131291682493e-324,0,0,0,0,0,0,0,0,0.000131837,5.12E-06,0.00175597,5.99E-05,1.53E-06,0,0,3.11E-06,0,0,0.0264389,2.09E-06,1.08E-06,7.51E-07,4.92E-07,0,0,0,0.0113799,0,0.00018361,0,3.38E-06,1.25E-05,4.93E-07,1.67E-07,0,0,0,2.00E-05,0,1.76E-06,0.00239666,1.23E-05,0,0,1.73E-06,0,0,9.11E-06,1.38E-06,0,0,0,0.00746986,0,0,0,6.94E-07,0,0.00114932,0,1.57E-07,6.87E-05,0.000427743,1.26E-05,0.101522,0,9.69E-05,3.96E-05,7.23E-06,2.20E-05,1.52E-05,2.31E-05,4.16E-278,0.0013328,6.12E-06,4.10E-06,0,0,0,0,0,0,2.09E-252,2.21E-06,0,6.44E-06,0.0392875,0,6.79E-06,8.50E-06,0,5.34E-06,1.85E-06,5.43E-05,2.56E-05,0.000870346,0,8.54E-05,0,0,0.000142843,0,0,0,0,1.91E-279,0,0,0,0,0.00204843,0.002218,0.00327391,0,0,0.02094,0,0,1.16E-05,4.23E-06,0,6.61E-05,0,0,4.71E-06,0,0,0,0,0,0,3.64E-05,0,0,0,0,0,0,2.28E-06,3.19E-05,0.000363633,0,0.00101351,0,0.000163877,3.73E-237,8.59E-05,2.06E-06,0,3.42E-05,1.48E-05,0.0347502,0,0,3.92E-06,0.000109151,5.69E-06,1.67E-05,0.000187766,0.00222292,4.93E-07,4.72E-05,0,2.34E-05,0.000115301,0,0.000948372,0,0,2.36E-06,3.23E-06,9.42E-06,0,2.99E-06,6.27E-05,5.01E-05,2.54E-06,1.13E-05,0.000408719,0,2.76E-05,0
0.000367781,4.05E-05,0,1.82E-05,0,0,0,0,4.60E-05,1.26E-05,0.0025535,1.34E-05,0.000886406,0,4.58E-07,0.000816393,0,0,0,0,0,0,0,0.0434016,0.00311958,0,1.12E-06,4.72E-06,0.0163308,1.72E-06,1.38E-07,2.15E-05,0,0,0,0,0,0,5.30E-06,0,0,0,0,8.09E-06,8.24E-06,0.00148653,0.000109045,4.87E-06,0.000410238,5.79E-05,0,1.26E-05,8.42E-05,6.55E-06,0,0,0,3.47E-05,0.000659688,0,4.83E-07,1.19E-05,1.26E-06,1.12E-05,0,0,1.35E-06,0.00301236,0.000144045,0,0,0,0,0,5.84E-07,0,5.61E-06,0,0,5.77E-06,0.000340178,0.000106709,9.29E-05,0,9.92E-06,0.000278493,1.90E-05,5.86E-06,0.000324114,5.22E-05,0,0,2.87E-05,0,0,0,0,0,0,0,0,1.59E-06,0,0.0988842,0.00355031,0.000152164,9.29E-05,6.80E-07,0,0,0,0.00330614,5.68E-05,0,0,0,0,0,0,0.00318294,0.00023893,2.13E-05,1.63E-05,0,0.0480154,8.73E-06,0,0,0,0,5.37E-07,0,0,5.82E-07,0,0,0,0,0,0,1.40E-05,2.18E-60,5.90E-06,0,0,0.000417718,0,0,0,0,0,0,0,0,5.40E-07,0.000624614,0,0.00561712,0,3.14E-05,0.0912073,0.0238173,1.29E-05,0,0,0,0.000919019,1.65E-07,0,0,0,0,0,0,0,0,0,0,2.52E-06,0.0123206,0,0,0,0,0,0,2.72E-06,1.40E-06,0.00021773,0,1.80E-05,0,0,7.73E-05,0,0,0,0,0,0,0,0,0,4.30E-06,0,6.83E-05,0,1.28E-05,8.88E-05,0,0,0,0.000127634,0.00157632,4.42E-05,0,7.81E-05,8.11E-05,2.50E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.77E-05,0,5.35E-06,0,0.00548538,0,0,3.54E-05,0,1.39E-06,0,0,0,6.54E-05,1.08E-05,0,5.98E-05,0.00050186,3.65E-07,8.06E-05,1.65E-06,0,0,0,0.000113854,0,0,5.66E-06,9.76E-07,0,6.99E-06,0,0,1.27E-265,0,0,0.00120528,1.24E-05,0,1
2.30E-05,6.59E-05,0,1.99E-07,0,0,0,0,0,0.000184872,0.00127544,9.18E-05,0.00649262,0,8.02E-05,0.00119603,8.69E-07,0,3.29E-05,1.39E-07,3.17E-06,3.18E-06,0,0.127686,0.0268505,0,0,0.00199165,0.000266818,0.0505808,5.27E-06,6.48E-07,7.10E-08,0,0,0,0,0,8.48E-06,0,0,0,0,0.000591079,3.39E-05,0.0040156,4.15E-05,1.96E-06,9.39E-05,3.14E-05,1.44E-05,2.17E-06,2.31E-05,1.64E-06,3.18E-06,0,4.68E-07,9.77E-06,9.28E-05,0,0,4.29E-07,0,8.04E-07,0,0,1.24E-05,0.000801935,2.90E-05,0,3.94E-218,0,4.02E-07,4.54E-08,1.75E-07,2.55E-06,1.93E-06,0,0,7.66E-07,0,6.70E-06,0.000287529,0,0,5.07E-05,1.53E-05,0,5.60E-05,4.00E-05,0,6.64E-07,4.03E-06,0,1.03E-05,0,0,3.89E-120,0,0,0,2.76E-05,0,0.00127424,9.78E-05,4.13E-06,0,5.01E-06,2.74E-06,0,0,3.10E-05,1.86E-06,0,1.43E-05,8.96E-07,0,4.62E-05,0,0.000458042,2.66E-06,0.000297918,0,0,0.000214973,6.30E-07,0,0,8.86E-07,0,1.46E-05,0,9.14E-06,3.31E-06,0,0,0,3.35E-08,0,0,0.00448832,0,0,0,1.67E-07,8.62E-05,1.29E-05,0,0,0,0,3.73E-07,0,0,3.81E-06,0.00252671,7.59E-06,0.000506378,0,8.15E-05,0.000993099,3.96E-05,4.14E-07,0,0,0,0.000848841,4.41E-06,5.51E-05,0,0,0,0,6.92814999875968e-315,5.33E-07,0,0,0,6.03E-06,0.000133667,0,0,2.17E-07,1.62E-134,1.81E-06,0,1.36E-05,0,7.34E-05,2.23E-05,4.13E-06,4.34E-05,2.32E-05,4.94065645841247e-324,1.75E-230,0,0,0,0,0,0,6.55E-05,3.24E-05,0.000120255,0.000106773,1.09E-05,0,1.52E-06,8.58E-06,0,0,8.56E-08,0,3.42E-05,0,0,1.21E-112,0.000110146,4.72E-07,2.00E-05,0,0,0,0,9.27E-07,0,0,0.000133879,0,0,0,3.27E-07,5.84E-07,3.37E-06,0,3.79E-05,1.66E-123,0.000152882,0,0.000330622,3.58E-07,0,4.39E-06,1.72E-07,1.50E-05,2.68E-17,2.70E-05,4.50E-06,0.00020266,2.67E-06,0,0.00043768,0.000140778,1.05E-07,3.65E-05,4.77E-07,2.06E-05,1.50E-299,0,4.34E-05,0,0,0,0,2.15E-06,2.12E-07,0,3.12E-06,3.56E-07,7.11E-06,0,0.0006721,1.20E-05,0,1
0.00113166,7.72E-05,0,0,0,3.00E-08,6.02E-07,0,0,4.13E-05,0.000222011,6.05E-05,0.00760664,1.94E-63,2.12E-05,0.000452612,0,1.82E-06,8.15E-07,1.99E-156,3.18E-156,0,0,0.0256042,0.00257058,0,6.82E-05,6.87E-06,0.0179599,3.28E-05,5.58E-07,6.18E-05,0,8.05E-07,3.26E-06,0,0,3.74E-06,7.96E-06,0,0,0,0,5.08E-05,2.65E-05,0.0027524,0.000382113,2.76E-05,2.57E-06,0.000962524,1.14E-05,5.24E-06,0.000257679,7.30E-05,5.49E-06,1.92E-07,0,8.35E-06,0.000480027,0,3.17E-06,0.00038554,1.56E-05,0,0,0,2.13E-06,0.00301152,1.02E-06,0,0,3.22E-06,3.45E-06,6.77E-05,6.45E-05,5.46E-108,2.45E-06,9.67E-24,1.01E-123,5.26E-05,5.10E-05,0.00033779,2.93726000000281e-313,0,2.44E-06,0.00147556,0.000203679,0,0.000141325,5.84E-05,0,2.87E-06,9.36E-06,1.01492000000022e-311,4.53E-275,0,3.57E-264,1.21E-19,0,0,0,3.38E-05,1.36E-06,0.00691044,0.00806091,0.000979095,1.06E-05,5.84E-07,1.23E-05,0,0,0.000226344,7.22E-06,1.26E-21,0,0,0,0,0,0.00298126,7.63E-06,5.79E-06,2.26E-05,0,0.138106,0,0,0,1.18E-06,0,3.15E-05,0,6.08E-06,1.13E-05,9.10E-285,0.000143773,0,4.46E-07,0,0,0.00541155,1.67E-06,0,3.24E-119,0,2.58E-05,6.97E-06,0,2.41E-07,3.06E-06,0,0.00175277,0,1.96E-07,2.72E-06,0.00185784,3.90E-06,0.000311502,2.44E-42,0.00101861,0.000207217,0.00396376,1.20E-06,0,3.51E-06,0,0.00220488,1.24E-07,4.61E-05,0,1.45E-62,6.07E-29,0,0,2.32E-06,0,2.11E-06,0,2.31E-06,0.00301868,2.72E-06,0,5.01E-06,0,1.04E-05,0,0,0,0.000235307,0,1.44E-06,0.00011111,7.79E-75,3.52E-233,4.05E-17,4.95E-71,4.47E-14,0.000213503,0,0.000122138,3.30E-77,3.15E-207,0,0.000473349,0.000522449,0.00101106,0,7.75E-05,0.00693171,0,0,2.52E-07,0.000362622,1.03E-06,4.37E-05,7.98E-05,5.31E-158,7.53E-05,0,0,0,0,2.20E-06,8.84E-07,2.33E-06,0,0,0,0,0.000222807,0.00143126,2.13E-06,0,1.06E-06,9.46E-07,6.65E-06,0,4.55E-05,0,0.00029444,5.16E-07,3.30E-05,3.97E-05,3.57E-61,1.61E-05,3.71E-98,0,9.36E-07,3.68E-05,1.97E-05,0,2.69E-05,0.000125745,0,9.54E-05,0,2.81E-05,6.13E-07,0,0.0015476,0,0,0,8.10E-07,1.28E-05,9.04E-199,0,1.05E-05,0,5.62E-203,2.54E-06,0.00797558,3.06E-06,7.25E-07,1
0.000752085,0.000103923,0,0,0,0,0,0,0,2.68E-05,1.55E-05,1.28E-06,0.000692587,0,2.34E-06,1.55E-05,0,0,1.31E-22,0,0,0,0,0.10043,0.000267503,0,3.40E-302,0.00812844,0.00223689,0,7.33E-07,3.98E-07,0,0,0,0,0,6.35E-07,1.66E-05,0,0,0,0,7.61E-05,3.32E-05,0.00402465,0.000163889,2.87E-05,0.000152307,0.000259649,3.20E-06,1.08E-05,0.000132092,0,1.05E-113,0,0,9.00E-05,0.000394636,0,3.78E-07,5.86E-07,0,1.49E-05,0,3.46E-08,4.95E-07,0.00523016,0.000182301,0,0,0,5.56E-07,1.84E-07,4.46E-07,0,3.39E-06,1.13E-06,0,0.000456331,2.51E-05,1.74E-05,5.73E-07,2.38E-05,7.08E-06,0.000187756,7.53E-05,7.97E-30,0,6.15E-05,0,8.98E-07,3.01E-06,0,0,0,0,0,6.75E-33,0,4.86E-07,9.54E-06,0,0.00250146,0.00405275,6.58E-06,0,0,5.30E-93,1.27E-06,0,1.70E-06,1.01E-05,2.12E-06,0,0,0,4.26E-15,7.07E-80,0.00204995,9.46E-05,2.26E-06,1.23E-89,8.25E-07,0.00072992,0,0,0,0,0,2.34E-07,1.44E-122,0,7.47E-07,0,0,0,0,0,0,0.00435158,0,1.33E-07,0,0,0.00117287,4.43E-24,0,0,0,2.88E-19,5.03E-07,1.16E-171,2.75E-07,0,0.000839912,2.51E-07,0.000103908,0,0.150507,4.35E-06,0.000793303,0,0,0,0,0.00442747,2.58E-08,4.67E-06,2.73E-18,0,8.45E-15,0,6.74E-37,0.000327508,0,2.41E-06,1.81E-06,8.73E-272,0.00501066,0,0,2.95E-07,2.36E-05,0,0,4.56E-112,0,7.14E-05,0,0,0,1.78E-36,0,0,2.59E-36,1.22E-14,0,0,0,9.75E-20,0,0,0,1.94E-06,0.000167388,0,0.0123199,0.100527,3.56E-07,0,0,0.00290817,0,5.78E-05,0,1.98E-154,1.24E-07,0,7.86E-06,2.24E-37,2.98E-07,6.34E-06,0,0,0,5.87E-07,8.06E-05,0,0,0,1.64E-06,0,0,0,2.50E-05,1.22E-173,2.93E-06,0,0.000297602,4.73E-06,8.63E-07,0.000272152,0,3.19E-08,0,0,0,0.000158871,1.15E-05,7.97E-06,8.77E-05,0.000643008,2.87E-07,5.15E-05,0,2.54E-05,0,5.44E-07,0.00248786,0,5.63E-07,0,1.89E-06,1.31E-06,0,0,8.47E-06,4.23E-07,1.25E-17,2.36E-06,0.0557757,8.43E-296,0,1
0.000427623,4.33E-05,0,3.85E-96,0,0,0,0,0,1.29E-06,8.70E-07,9.74E-07,0.00199047,0,5.98E-07,6.55E-06,0,0,0,0,1.03E-06,0,0,0.0353057,0.00344629,1.72E-05,0.0325769,0.00160787,0.00196875,0.000841969,7.12E-06,4.02E-06,0,0,0,0,0,0,3.74E-06,0,0,0,0,4.06E-05,0,0.00210492,3.60E-05,6.89E-06,0,0.000118119,0,2.18E-05,7.05E-05,8.90E-05,4.25E-06,0,0,6.25E-06,0.00040714,0,2.79E-07,0,3.20E-07,0,0,0,0,0.00181219,2.29E-05,0,0,0,4.10E-07,0,1.73E-07,5.88E-46,2.78E-07,1.26E-244,0,1.62E-05,5.67E-05,0,3.32E-06,1.91E-06,5.31E-06,0.0029714,1.59E-05,4.45E-07,0.000196519,3.42E-05,0,3.32E-07,0.018722,0,9.95E-19,0,3.16E-53,0,0,0,1.10E-06,3.71E-06,0,0.00116311,0.00178554,0.0128457,1.60E-06,0,2.22E-07,4.03E-07,0,1.10E-05,0.00320475,5.72E-21,0,0,1.05186999907926e-315,0,0,0.000232709,0.00689496,9.33E-06,1.16E-06,1.23E-06,0.0119845,0,0,0,0,0,9.19E-30,0,1.64E-07,0,0,0,0,5.61E-06,0,3.76E-07,0.000449993,9.65E-07,0,0,0,2.13E-05,1.37E-39,0,0,0,0,3.71E-07,0,1.35E-07,0,0.000310465,1.32E-06,0.000847652,0,0.534721,1.31E-06,0.0021148,0,0,0,0,0.00019177,0,0,0,0,0,0,0,4.67E-06,0,1.18E-06,0,1.91E-127,0.000474095,0,0,1.09E-06,6.74E-07,1.80E-06,0,4.21E-07,0,0.0001379,0,0,0,0,0,0,0,0,0,0,0,1.80E-293,0,0,7.56E-05,7.89E-05,0.000129927,0,0.00146364,0,2.42E-07,0,3.16E-28,8.85E-05,2.37E-05,9.11E-07,0,0,2.90E-06,0,0,0,1.54E-06,3.46E-06,8.95E-07,0,0,4.71E-07,2.29E-07,0,0,0,3.66E-07,0,0,0,0.000379093,0,0,6.42E-06,0.000262327,3.49E-07,0,5.71E-05,0,7.20E-08,0,1.57E-39,0,1.42E-05,2.30E-06,0,2.10E-05,5.90E-05,3.16E-07,0.000103716,0,3.60E-06,0,0,0.000707381,0,0,0,0,0,0,0,1.56E-06,0,0,2.92E-07,0.00800346,1.39E-07,0,1
0.00120275,0.000241056,0,0,0,2.81E-06,3.69E-05,0.000146281,7.73E-06,0.000128997,0.000228864,0.000581878,0.00455302,0,0,0.000142168,0,0,0,6.42E-07,0,1.12E-05,0,0.0184491,0.00390266,0,1.42E-05,0.0404944,0.0118193,0.000207873,5.90E-05,0.000848216,0,1.27E-06,5.24E-07,7.87E-06,0,6.36E-06,5.80E-05,1.48E-06,0,0,0,0.000117418,8.75E-05,0.00139126,0.000113525,1.19E-05,0,0.00124656,9.41E-06,0.000308544,7.02E-05,0.000999106,2.62E-05,0,0,0.000101632,0.000818904,2.95E-06,1.27E-06,0,5.00E-06,3.06E-06,0,0,3.38E-58,0.0168058,0.000397161,0,0,0,2.19E-06,0,4.42E-06,0,0,7.36535999792723e-315,0,8.33E-05,0.00173508,1.83E-05,1.88E-06,1.05E-05,5.40E-05,0.0816415,4.50E-05,2.12E-06,0.000679456,0.000114823,0,0,2.03E-06,0,0,0,0,0,0,9.78E-05,1.53E-06,1.88E-05,2.01E-06,0.0105224,0.00465489,0.00536004,4.89E-06,9.06E-07,0,1.24E-05,0,3.41E-05,0.0103339,2.19E-06,1.50E-06,1.62E-05,0,0,0,0.00344665,0.0187514,0.000144462,0.000347337,0,0.0121817,0,0,0,1.87E-06,0,2.00E-05,0,3.29E-06,7.09E-49,0,0,0,3.06E-07,0,0,0.00526441,5.44E-06,7.02E-07,1.57E-06,0,0.000409439,0,0,0,2.05E-06,0,6.09E-05,2.09E-165,0,1.40E-06,0.00141985,2.61E-06,0.015178,0,0.00815895,0.000195001,0.00825016,0,0,0,0,0.000428996,0,0,6.81E-20,0,3.38E-27,0,1.10E-25,6.28E-06,0,2.50E-06,1.08E-05,3.34E-06,0.00734633,0,0,4.95E-06,0,2.47E-05,1.65E-06,2.52E-06,0,7.28E-05,0,0,0,0,0,9.57E-25,0,0,2.86E-182,0,0,0,0,2.47E-30,0.000377371,0.000520227,0.00277458,0,0.00566747,0,0,0,0,0.00019594,0.0002323,1.58E-06,3.50E-214,0,1.30E-05,0,1.85E-05,0,4.80E-05,3.39E-05,0,0,0,4.65E-06,8.00E-05,0,0,0,3.21E-06,7.95E-07,0,0,0.000246309,0,4.48E-05,2.21E-05,0.000548155,4.68E-06,5.21E-06,0.00213828,0,8.28E-06,0,0,3.93E-90,5.69E-05,0.000123309,0,8.53E-05,4.70E-05,4.65E-05,0.000134625,2.57E-06,7.49E-05,5.10E-115,3.96E-06,0.000902498,1.79E-05,1.89E-06,0,0,2.98E-05,6.09E-07,0,0,9.93E-06,3.85E-101,2.91E-05,0.0068369,0,0,1
0.000254982,8.22E-06,0,0,0,0,0,0,2.63E-99,4.34E-06,3.42E-07,0,0.0148182,0,1.04E-06,1.68E-06,0.000435869,0,0,0,0,0,0,0.01264,0.000954228,0,0,2.46E-06,0.0173615,1.40E-06,2.36E-07,0,0,0,0,0,0,0,1.57E-05,6.69E-06,0,0,3.00E-216,0.00013312,2.65E-05,0.00572392,0.000119265,0.000210256,1.99E-06,0.000484326,5.26E-05,0.000481108,0.000809345,6.16E-05,1.68E-05,7.93E-08,0,8.60E-06,0.00189503,0,7.88E-06,1.02E-06,8.73E-07,0,0,0,2.59E-239,0.00307251,3.91E-06,0,0,0,9.55E-07,0,8.78E-07,0,1.31E-06,0,0,5.41E-05,3.40E-108,0,0,0,0,2.22E-05,0,0,0.000137514,9.53E-05,0,0,0,0,0,0,9.87E-110,0,0,0,0,1.61E-05,0,0.00712254,1.12E-05,2.12E-06,0,0,0,0,2.56E-07,7.91E-05,1.11E-05,3.16E-06,4.03E-05,0,0,0,0,0.00274003,7.84E-07,1.38E-05,0,0,0.0156985,0,0,1.32E-07,1.69E-06,0,0,0,9.89E-08,0,0,0,5.93E-06,3.98E-08,0,8.99E-07,6.79E-06,0,0,0,0,0.000668528,5.60E-06,0,3.01E-07,0,0,0,0,0,5.08E-08,0.00804239,1.76E-06,5.23E-05,0,1.85E-05,0,6.83E-06,4.94E-07,0,0,0,0.00105855,2.24E-06,0.000306526,0,0,0,0,0,3.28E-07,0,1.56E-06,0,0,0.0370352,0,0,1.30E-06,0,2.45E-05,0,8.23E-06,0,0.000165737,0,7.78E-259,0,0,0,0,0,0,0,0,0,0,0,0,1.52E-05,1.94E-05,0.000136726,0,0.0005714,0,0,0,0,4.90E-06,0,0,0,0,0,0,2.43E-05,0,0,0,0,0,4.95E-06,0,0,0,0,0,3.85E-07,0,0,0,1.15E-05,0,1.84E-05,2.88E-06,4.81E-05,1.18E-05,0,6.71E-05,0,1.06E-05,0,0,0,3.87E-05,9.37E-06,0,0.00148384,0.000312152,3.79E-07,2.96E-05,0,4.52E-05,2.59E-06,6.85E-07,0.00021714,0,0,0,3.38E-07,1.83E-06,3.01E-158,0,0,1.70E-06,0,0,0.00286199,0,0,1
