X195,X197,X199,X287,X294,X316,X470,X539,X545,X546,X548,X550,X562,X569,X571,X573,X582,X584,X615,X630,X727,X730,X732,X817,X818,X824,X837,X847,X853,X856,X860,X901,X1019,X1245,X1246,X1249,X1254,X1255,X1280,X1281,X1282,X1283,X1295,X1302,X1303,X1304,X1307,X1308,X1309,X1311,X1313,X1314,X1326,X1328,X1338,X1346,X1349,X1351,X1352,X1354,X1358,X1363,X1366,X1398,X1423,X1492,X1494,X1496,X1502,X1561,X1579,X1580,X1587,X1589,X1590,X1596,X1597,X1598,X1599,X1601,X1604,X1613,X1624,X1648,X1661,X1680,X1681,X1683,X1685,X1736,X1744,X1747,X2173,X2756,X10678,X10679,X10680,X10710,X10742,X10761,X28025,X28037,X28038,X28116,X28118,X28131,X28132,X28141,X28901,X29343,X29385,X29466,X33033,X33959,X34085,X35703,X35760,X37554,X38289,X39488,X39950,X43675,X44742,X46867,X47678,X47715,X51663,X51669,X52773,X53345,X54291,X55884,X57706,X61645,X61648,X66284,X67824,X67827,X69328,X69966,X74426,X76123,X76832,X79604,X82983,X84112,X102684,X103216,X105219,X137591,X155148,X158847,X185008,X190721,X208224,X208479,X208962,X216816,X227940,X239935,X244366,X246787,X248315,X249188,X255248,X283734,X292800,X299767,X315405,X399726,X413503,X414970,X417368,X432198,X502558,X536441,X544580,X573062,X631220,X649756,X671223,X702967,X712122,X712357,X712411,X712538,X712633,X713030,X1042156,X1090133,X1134687,X1147143,X1147144,X1147145,X1147146,X1147147,X1147148,X1147149,X1147150,X1147151,X1147152,X1147153,X1147157,X1156431,X1156433,X1160721,X1168034,X1197717,X1211417,X1216932,X1225789,X1296536,X1297617,X1324352,X1335613,X1357825,X1407493,X1463165,X1471761,X1476577,X1524881,X1528099,X1531429,X1539298,X1560339,X1562970,X1572656,X1642646,X1649239,X1649240,X1655645,X1679721,X1692238,X1702170,X1702221,X1712675,X1725232,X1759399,X1785995,X1796613,X1796616,X1805478,X1805714,X1812934,X1812935,X1813821,X1815968,X1827481,X1834196,X1834198,X1834205,X1834207,X1839799,X1841863,X1852373,X1852374,X1852377,X1868135,X1870984,X1871021,X1871025,X1871034,X1884263,X1889813,X1902136,X1905288,X1907578,X1912856,X1915310,X1934254,X1944646,X2025876,X2026240,X2051905,real_y
0.000702968,0,0,9.58E-07,0,0,0,0,0,7.08E-06,0.00207831,3.56E-06,0.000211746,0,0,0.0033744,0,0,0,0,0.00026661,3.10E-05,4.62E-05,0.0167361,0.0157596,0,0,2.82E-05,0.0180664,1.85E-06,1.57E-05,0,0,0,0,0,5.49E-07,0,1.46E-05,0,0,0,0,0.000198065,8.29E-06,0.0015881,0.00037313,4.12E-06,0,7.96E-05,0,9.28E-05,0.00014876,0.000417449,6.94E-06,0,0,0,0.000903295,0,5.23E-06,0,0,2.50E-06,0,1.94E-07,1.55E-32,0,0.000207938,1.94E-06,1.55E-05,0,9.19E-06,0,3.08E-06,2.46E-05,0,0,0,2.62E-05,0,5.97E-06,0,0,0,0.0747669,0.000214413,1.93E-05,0,0.000132953,2.36E-06,0,0.000151597,0,0,0,0,0,0,0,0,3.18E-05,0,0.020182,0.017197,9.37E-05,0,0,1.68E-06,0,0,0.00282184,1.25E-06,1.02E-05,1.00E-05,0,0,0,0,0.00165778,0.000317829,5.54E-05,0.000367149,1.99E-05,0.0192532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000835892,0,0,0,0,0,3.42E-187,0,0,0.000121282,0,0,3.58E-24,0,0,0.00103164,0,0.0075587,0,0.0118886,1.41E-05,0.00271747,3.13E-06,2.11E-05,0,0,0.00171088,0,1.07E-192,5.79E-34,0,0,0,0,0,0,0,2.53E-06,0,0.012267,0,0,0,0,1.93E-06,0,1.50E-05,0,0.00042048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0021571,0.00248949,0.000313549,0,0.000266714,0,1.76E-06,0,0,0.000399459,0,1.42E-05,0,0,0,0,0,0,1.65E-06,0,2.29E-06,0,0,3.11E-06,0,0,0,0.00248023,0,0,0,2.47E-06,0.00352658,0,0.00261013,0,0.0015912,4.11E-208,0,9.83E-05,0,0,0,0,0,4.56E-05,1.17E-05,6.37E-06,7.60E-05,9.46E-05,7.88E-07,8.31E-05,0,0,0,0,0,0,0,0,0,0,0,0,3.91E-06,0,0,0,0.00540342,0,0,0
0.00105846,0.000110924,0,1.14E-06,1.10E-06,0,0,1.26E-06,0,2.53E-06,0.00338512,6.22E-05,0.00162312,0,0,0.00314378,0,0,5.69E-07,0,2.08E-05,1.15E-116,8.10E-06,0.00479877,0.0218077,1.30E-06,2.16E-06,0.000203578,0.0369662,2.62E-06,4.52E-06,2.08E-06,1.27E-06,0,0,0,0,0,1.13E-05,0,0,0,0,0.000123806,4.65E-05,0.0025576,0.000152831,5.29E-06,8.83E-134,0.000372067,1.89E-05,6.09E-05,6.29E-05,3.26E-05,5.51E-06,0,0,3.34E-05,0.00213078,0,4.93E-07,0,0,0,0,0,1.33E-40,0.00516997,5.35E-05,0,0,0,7.34E-06,0,0,1.70E-07,0,0,0,1.62E-05,0,0,0,2.68E-258,2.14E-142,0.043565,0.000122179,2.23E-05,0.00136077,2.72E-05,0,2.34E-06,0.00043545,0,0,0,0,0,0,0,0,3.01E-05,0,0.0453085,6.36E-05,8.74E-228,0,0,0,0,0,0.00333878,1.59E-06,6.97E-06,1.55E-05,0,0,0,0,0.00220401,5.18E-05,2.61E-05,0,1.59E-05,6.43E-05,0,0,0,1.45E-06,0,5.50E-07,0,0,0,0,0,0,4.66E-07,0,0,7.74E-06,0,0,0,0,0.0190409,7.80E-35,0,0,0,0,0,2.42E-18,0,2.66E-87,0.00834355,3.24E-06,0.0466104,0,9.49E-05,0.000297139,0.0358776,1.06E-05,1.63E-05,0,0,0.0189129,2.69E-07,1.09E-238,0,0,0,0,0,2.89E-06,0,4.66E-06,0,0,0.0248572,0,0,1.26E-05,0,2.55E-05,1.28E-06,4.42E-06,1.19E-06,0.000278833,0,1.50E-06,0,0,0,0,0,7.06E-05,0,0,0,0,0,0,0.000703032,0.000779253,9.99E-05,0,0.000372054,0,0,0,9.89E-08,0.000208395,0,0.00600345,0,0,1.81E-06,0,1.89E-132,0,0,5.38E-05,1.08E-06,0,3.15E-06,5.92E-140,0,0,0,0,1.22E-06,0,0,0,0.000512568,0,0.000127373,0,0.000258933,2.36E-05,0,0.000239422,0,1.67E-07,7.94E-18,0,0,0.00022959,1.99E-05,0,0.000824135,0.000127912,2.61E-06,0.000311965,0,6.28E-06,0,1.48E-06,0.000628584,0,1.47E-06,0,9.93E-07,2.37E-05,0,0,1.84E-06,0,0,0.000514939,0.0195031,4.79243676466009e-322,5.14E-90,0
0.000902484,5.86E-05,5.27E-06,0,0,0,0,0,4.76E-07,7.99E-06,0.0133848,0.00144707,0.0030702,0,2.12E-06,0.0213136,0,0,0,0,3.26E-06,0,5.69E-210,0.0815811,0.0250355,2.91E-06,2.26E-05,0,0.00311632,0,0,0,0,0,0,0,0,0,2.56E-05,0,0,0,1.42E-287,0.00180001,3.72E-05,0.00141982,6.51E-05,6.66E-06,0.000753592,0.000529279,1.01E-05,2.64E-05,0.000227407,0.000189897,1.17E-05,0,1.25E-294,3.01E-06,0.000658126,0,0,0,0,3.88E-05,0,0,4.46E-06,0.00548167,4.77E-05,0,1.12E-05,0,0,0,7.37E-07,2.05E-05,6.11E-06,0,0,7.14E-06,0,0.000451792,0.00175658,0,1.94E-05,7.15E-05,0,0,0.000140484,0.00033692,0,0,0,0,0,0,1.50E-287,0,0,0,0,2.47E-06,0,0.0770291,0.00618759,9.60E-05,8.10E-06,0,9.98E-06,0,0,0.0080367,2.78E-06,1.22E-06,0.000384355,0,0,0,0,0.00167238,7.04E-06,2.44E-05,0,0,0.000119033,0,3.81E-07,0,0,0,0,0,1.67E-06,2.11E-06,0,5.20E-227,3.13E-06,0,0,0,4.23E-05,4.94E-06,1.16E-06,1.14E-06,4.42E-07,0.00238815,0,0,0,0,0,9.87E-07,0,0,4.44E-07,0.00829943,9.21E-06,0.00136933,0,0.0334106,0.000130031,0.000186879,4.40E-06,6.08E-06,0,0,0.00212919,0,1.09E-06,0,0,1.33E-258,0,0,7.55E-07,0,0,0,0,0.00503869,0,0,2.42E-06,0,6.84E-07,0,0,8.96E-07,7.09E-05,0,2.08E-06,0,0,0,0,0,0,0,4.40E-286,0,0,0,0,5.18E-05,4.85E-05,0.102978,0,2.11E-05,2.26E-05,0,0,5.22E-06,0.000397604,0.00045569,7.28E-05,0,0,2.46E-05,0,3.11E-06,0,0,1.73E-05,0,4.82E-07,0,0,6.03E-07,0,0,0.00219531,0,0,0,0,2.22E-05,0,8.55E-05,1.39E-06,0.00389493,5.36E-06,0,3.89E-05,2.24E-07,5.69E-05,0,0,0,2.69E-05,1.17E-05,2.55E-05,0.00037193,0.000322958,0,2.25E-05,0,1.44E-05,0,3.18E-06,0.000109038,0,1.10E-06,0,0,1.94E-06,0,4.85E-07,2.48E-05,4.30E-07,0,0,0.00159931,7.78E-07,8.76E-06,0
0.000562412,7.07E-05,0,1.63E-06,0,0,0,0,0,2.16E-05,0.000183369,2.87E-05,0.00430845,0,1.03E-06,0.000366849,0,0,1.83E-36,0,3.19E-06,0,0,0.00907208,0.00200807,0,1.32E-06,0,0.0958421,3.62E-07,7.93E-07,0,0,4.25E-06,1.54E-06,0,0,0,0.000251806,0,0,0,0,2.10E-05,2.17E-06,0.0164129,7.49E-05,3.34E-05,0,0.00384698,8.41E-06,7.05E-06,1.58E-05,0.000132148,9.88131291682493e-324,0,0,0.00134789,0.00115351,1.97E-05,1.03E-05,0,1.81E-06,0,0,0,0,0.00750743,0.00320197,8.56E-186,0,6.95E-30,6.07E-06,0,1.05E-05,0,0.000334047,3.21E-06,0,2.05E-05,7.63E-210,2.37E-06,0.000402279,0,0,0.114864,2.79E-05,1.16E-05,0.00203122,3.84E-05,9.26E-07,3.90E-06,6.53E-07,0,0,0,0,0,0,0,0,2.18E-05,0,0.00214282,9.54E-05,1.38E-06,7.67E-07,5.95E-07,3.71E-05,2.23E-06,0,0.000100665,1.47E-06,0.000312612,9.45E-07,1.88E-06,0,0.000700077,0,0.00312721,0,7.46E-05,1.31E-06,3.94E-06,0.00397201,6.27E-07,0,9.78E-07,2.41E-06,2.71E-07,2.49E-06,0,0,4.49E-06,0,0,0,0,4.51E-07,3.76E-06,0.00201903,0,0,2.16E-06,0,0.000632614,1.50E-16,0,0,1.10E-07,0,0.00264885,0,0,1.26E-07,0.000266958,7.41E-06,0.0240258,0,0.000193972,2.95E-05,3.00E-05,8.85E-233,1.11E-06,4.28E-06,3.90E-06,0.000741374,0,9.88131291682493e-324,0,5.83E-07,0,0,0,0.000305097,0,3.35E-262,0,0,0.00897952,0,6.24E-06,6.37E-07,0,1.51E-06,0,7.55E-06,0,0.000141015,0,0,0,0.000122734,0,0,0,0,5.89E-05,0.000403229,0.00646734,0,0,0.000170459,0.000313234,0.000368522,0.00281713,0,7.56E-06,0.051078,0,0,8.44E-08,7.12E-06,0,3.08E-05,0,0,4.57E-54,0,0,0,0,1.09E-05,0,2.53E-45,0,1.16E-63,0,0,0,0.00290302,9.75E-07,0,0,0,0.000365724,0,1.64E-05,3.79E-24,0.000115267,9.93E-07,0,1.02E-05,0,1.25E-06,0,0,0,1.97E-05,1.23E-05,0,4.39E-05,0.00113591,0,1.30E-05,0,4.38E-06,0,0,8.29E-05,0,0,0,0,1.52E-06,1.30E-18,0,7.70E-06,1.72E-05,0,0,0.0039544,0,1.52E-65,0
0.000602703,6.73E-05,0,1.19E-06,0,3.79E-07,8.15E-06,0,1.59E-06,0.0001019,0.000755167,0.000705413,0.00195727,4.00E-22,7.83E-05,0.000550034,4.87E-24,2.23E-06,5.37E-06,5.07E-06,7.00E-07,0,0,0.00548672,0.000754817,0,5.69E-08,2.26E-06,0.00505909,0,0,0,0,2.71E-95,1.77E-05,0,0,0,8.36E-07,0,0,0,7.15E-58,1.64E-05,2.58E-06,0.0116886,3.81E-05,2.72E-05,0,0.000139059,2.15E-06,5.83E-06,2.64E-05,1.87E-05,0,0,0,2.95E-05,0.000277195,6.74E-06,1.42E-05,2.49E-05,1.11E-06,1.01E-06,0,0,0,0.000849506,2.17E-06,0,0,0,0,9.16E-08,0,7.01E-246,1.10E-06,2.80E-05,0,5.70E-06,7.77E-129,1.32E-05,0.000553378,0,8.18E-06,0.156709,0.0010652,6.38E-05,0.0497185,0,0,6.68E-07,0,0,6.25E-19,0,0,0,0,0,0,2.04E-06,0,0.0196646,5.63E-05,1.32E-05,1.75E-06,6.02E-05,8.43E-06,1.28E-69,0,1.73E-05,1.35E-06,9.36E-07,0,8.66E-06,0,0,0,0.00101961,0,2.20E-05,4.53E-07,0,4.50E-05,0,0,0,4.70E-32,0,9.21E-06,0,6.85E-07,0.00250427,0,0,0,6.43E-07,0,0,1.31E-05,0,0,1.20E-05,0,0.000328798,8.96E-87,0,0,5.41E-07,0,3.01E-06,0,0,0.000108719,0.000208386,1.49E-06,0.17335,0,6.95E-05,7.00E-05,0.00452303,1.67E-06,7.70E-07,1.56E-05,0,0.000165574,0,0.000304099,0,1.30E-06,0,0,0,0,0,0,0,0,0.0050944,0,0,8.75E-07,0,5.99E-07,1.52E-06,1.58E-06,0,2.84E-05,0,4.09E-06,0,2.40E-69,0,0,0.000233225,0,0,0.00020915,6.82E-05,4.14E-05,0,0,6.11E-06,1.11E-05,0.0073217,0,1.58E-36,0,0,0,9.42E-07,5.83E-05,0.000151659,0.000222616,0,3.59E-54,7.56E-05,0,9.43E-06,4.40E-05,0,1.65E-05,0,2.02E-06,6.00E-144,3.09E-05,0,0,0,0,0,9.71E-06,1.92E-07,0,7.14E-06,0,1.06E-06,0,6.21E-05,3.54E-07,7.90E-209,4.12E-05,1.87E-06,0.00651321,1.53E-29,5.70E-52,0.000350138,4.15E-05,4.91E-06,6.79E-06,1.02E-05,0.000150523,2.78E-05,3.12E-05,0,2.67E-06,6.74E-07,1.61E-06,6.02E-05,0,0,0,0,5.40E-38,0,8.54E-07,1.47E-05,4.89E-05,6.18E-07,6.98E-06,0.000826284,1.27E-05,8.63E-07,0
0.00015124,2.79E-05,8.80E-07,1.15E-05,4.13E-57,0,0,0,4.60E-146,5.85E-06,0.000128854,1.65E-06,0.00117922,0,6.55E-07,0.000236389,0,0,0,2.03E-07,0,2.28E-130,0,0.07179,0.00354838,0,0.00139578,0.00179199,0.00263968,0.00135061,8.91E-07,0.000298347,0,4.14E-07,0,0,5.34E-08,0,1.80E-06,0,0,0,1.78E-18,6.42E-05,5.75E-06,0.00163236,0.00101639,1.27E-05,1.36E-06,0.00242974,1.64E-05,3.39E-05,0.000148688,0.000781588,0.000190342,9.71E-08,0,6.82E-06,0.000867351,0,8.65E-05,1.65E-05,1.35E-06,0,0,0,1.86E-114,0.00174325,5.16E-05,0,0,0,5.94E-07,0,0,0,0,9.95E-176,6.48E-07,6.95E-05,2.77E-05,0,1.14E-231,6.87E-07,3.77E-06,0.443398,0.000115051,5.11E-05,0.00248856,0.000146222,0,4.72E-06,6.51E-07,0,0,0,0.00260561,3.47E-16,0,0,0,9.07E-06,2.18E-52,0.0093602,0.00129918,0.00182181,1.16E-05,0,1.75E-06,5.48E-07,0,2.28E-06,0.0106068,7.52E-07,0,6.69E-07,1.61E-06,0,0,0.00567267,0.00641514,1.64E-05,2.94E-06,0,0.00624375,0,0,0,5.92E-07,2.68E-07,2.30E-07,0,1.23E-07,1.65E-06,0,0,2.57E-270,0,0,0,0.00751809,4.65E-06,1.44E-07,1.70E-06,0,0.00310944,0,0,0,6.80E-07,0,0,0,0,1.08E-07,0.000407846,2.59E-06,0.0486778,0,0.0116372,7.83E-06,0.00319054,0,5.93E-07,1.42E-06,0,0.000935902,0,1.45E-06,1.14E-16,0,0,0,0,6.88E-05,0,2.35E-06,2.20E-06,0.000201537,0.00746925,9.13E-07,0,2.05E-05,2.44E-05,8.27E-06,0,2.57E-06,0,3.27E-05,0,2.65E-58,0,0,0,0,0,5.64E-31,0,0,0,0,0,0,0.000181212,0.000203508,0.0693107,0,0.00149987,0.0257391,0,0,0,5.86E-05,2.16E-06,0.000100345,0,0,9.65E-06,0,4.84E-07,3.38E-05,0,8.01E-06,8.80E-06,0,0,0,0,0,0,0.00024134,2.33E-262,0,0,1.91E-06,2.97E-05,0,1.07E-05,1.18E-96,0.000196703,2.58E-07,0,4.16E-05,6.55E-125,1.47E-07,0,0,0,1.88E-05,3.57E-06,1.24E-06,6.87E-05,7.03E-05,4.60E-07,1.73E-05,0,8.34E-06,0,5.82E-07,0.000942998,0,0,0,0,3.49E-06,9.95E-41,0,1.59E-05,0,0,4.18E-06,0.000642343,3.33E-07,0,0
0.000199238,3.65E-05,0,1.32E-06,6.48E-128,0,0.000175556,0,9.10E-07,1.21E-06,0.000421941,3.26E-05,0.0127978,0,1.90E-06,0.000539885,0,0,1.12E-57,0,9.49E-07,0,4.69E-49,0.0158392,0.0220929,0,0,0.000265158,0.00174686,6.41E-07,0,0.000724589,1.80E-07,0,0,0,0,0,1.07E-06,0,0,0,0,5.08E-05,9.18E-06,0.00309714,0.000106922,1.00E-05,0.000365948,2.93E-05,3.49E-107,0,1.33E-05,5.09E-05,2.52E-63,0,0,0,0.000339971,0,0,1.44E-05,0,3.73E-06,5.02E-256,0,1.11E-06,0.00134305,1.03E-05,0,2.40E-05,8.79E-07,2.07E-06,0,4.22E-07,0.000145532,3.79E-06,0,0,2.62E-05,3.61E-06,1.58E-05,9.98E-05,0,2.03E-06,0.000615189,5.34E-05,6.31E-06,0.00142541,2.18E-05,0,0,0.00236332,0,0,6.95E-05,0,0,0,0,0,0,0,0.0131494,0.00268424,7.94E-05,8.43E-38,9.18E-07,1.67E-06,0,0,0.000188154,4.55E-07,0,3.96E-06,1.09E-05,0,0,0,0.000499655,8.60E-06,8.57E-06,7.28E-06,0,0.0409974,3.29E-05,0,0,0,0,0,0,2.13E-07,1.38E-07,0,0,0,7.72E-07,0,0,9.41E-06,0,3.85E-07,0,0,0.00119938,0,4.42E-155,0,9.75E-08,0,0,0,0,1.66E-07,0.00070484,9.92E-06,0.0123659,3.63E-247,0.0507336,0.00983371,0.0718474,6.49E-06,0,0,0,0.00105091,9.85E-08,0,2.67E-17,0,0,0,0,1.40E-06,3.31E-50,2.12E-06,4.15E-06,0,0.00242526,0,0,5.61E-07,0,2.67E-06,0,2.05E-06,8.74E-07,0.000106157,0,0,0,0,1.03E-137,0,0,0,0,0,0,0,0,0,0,1.47E-06,0.0127709,0,9.91E-05,0.0718015,0,0,0,0.000355729,1.73E-05,4.02E-05,0,0,0.000103286,0,6.02E-06,0,1.71E-06,0,0,0,4.63E-06,1.05E-06,2.91E-06,1.86E-126,0,0.00128601,0,0,0,0,8.09E-05,0,9.60E-06,0,0.00449969,2.44E-71,4.94E-07,1.95E-05,7.67E-07,4.88E-07,0,0,1.67E-05,7.35E-06,3.43E-06,2.93E-06,1.11E-05,0.000277546,1.01E-05,1.18E-05,0,2.74E-05,4.88E-07,1.03E-06,9.71E-05,2.06E-26,0,0,0,0,6.73E-45,0,1.34E-06,6.94E-07,1.57E-05,1.58E-05,0.000637187,7.61E-123,3.36E-46,0
0.000348163,1.83E-05,0,2.71E-06,0,0,0,0,1.67E-157,4.48E-05,9.90E-05,9.26E-05,0.00194943,0,1.51E-05,0.000339711,0,1.23E-06,1.06E-06,0,2.16E-05,5.07E-06,5.57E-05,0.0141171,0.000311709,0,0,9.09E-05,0.0444952,0,0,0,0,0,1.38E-06,0,1.18E-07,0,6.05E-06,5.20E-07,1.03E-06,0,0,6.34E-05,2.42E-05,0.0448602,0.00014053,0.000194362,0.000443641,0.000572439,1.84E-05,2.77E-05,2.18E-05,3.53E-05,1.58E-05,2.13E-07,0,3.42E-05,0.00181364,0,4.19E-06,9.58E-06,4.67E-06,0,0,1.64E-07,0,0.00242719,0,3.00E-06,0,0,2.58E-06,2.91E-07,1.99E-05,0,0,0,0,1.87E-05,2.33E-05,0.000641417,0,0,2.60E-05,0.249376,0.0480817,1.93E-05,0.00158731,1.45E-05,0,2.13E-06,0.00708319,2.04E-07,0,4.15E-05,0,0,0,0,0,2.09E-05,0,0.00375403,0.000120919,7.12E-05,0,1.38E-06,1.78E-06,0,6.85E-07,0.00118028,2.69E-06,1.44E-06,0,1.73E-06,0,0,0,0.00178244,0,5.66E-05,7.20E-07,1.63E-05,0.00662593,6.74E-07,0,1.04E-06,1.46E-06,4.27E-07,0,0,3.57E-06,1.33E-05,0,7.63E-244,0,1.15E-07,2.58E-52,1.20E-06,0.00648019,0,0,0,0,2.02E-05,3.09E-260,1.79E-170,0,1.95E-06,0,4.31E-05,0,0,1.84E-06,0.00111183,6.03E-07,0.0384468,0,8.50E-05,0.000924427,0.000440207,4.04E-06,3.21E-05,2.27E-06,0,6.25E-05,0,0.000686763,0,0,0,0,0,7.73E-06,0,4.62E-06,0,0,0.00332174,0,0,2.79E-06,0,4.98E-06,0,2.11E-05,0,0.000207662,0,4.05E-06,0,1.79E-102,0,0,0,0,0,0,3.38E-44,1.01E-114,0,0,8.35E-05,0.000116029,0.000399642,0,0.000114329,0.0055947,0,0,0,3.86E-05,0.000265062,1.49E-05,0,0,0.000102737,0,1.39E-125,6.87E-05,0,1.16E-05,0,0,0,0,0,0,1.22E-123,0.00106459,0,1.07E-06,3.06E-06,0,0.00100686,0,2.47E-05,1.51E-06,0.000250409,5.44E-07,0.000104747,0.000415187,6.08E-07,0.000126607,5.06E-169,0,4.52E-06,0.000135979,1.53E-05,0,4.23E-05,0.00650645,6.91E-07,3.07E-05,0,7.43E-06,0,0,9.96E-05,0,0,0,1.81E-06,1.52E-06,0,0,1.17E-05,3.15E-06,4.48E-84,2.92E-283,7.59E-05,5.34E-06,0,0
0.00237921,0.000288489,0,9.69E-07,0,0,0,0,2.76E-06,0.0612002,0.0027313,0.0002388,0.0364867,0,1.41E-05,0.000998007,0,9.80E-06,0,0,3.28E-06,4.40E-07,0,0.00853911,0.00386215,0,4.68E-06,0.0153489,0.0237693,0,5.88E-07,4.48E-06,0,0,7.86E-06,0,0,2.42E-05,1.78E-05,2.05E-153,4.88E-06,0,0,0.00020136,5.78E-05,0.040272,0.000612015,0.000196765,6.67E-06,0.00158732,5.33E-05,0.000467391,0.000122658,0.000478036,4.24E-05,0,0,1.25E-05,0.00223963,0,7.02E-06,0.00139583,0.000137924,0,0,0,0,0.00577679,4.11E-05,0,0,5.70E-15,2.33E-05,0,1.55E-06,0,0,4.17E-42,0,0.000164144,0,0,0,1.09E-05,1.24E-05,0.000775378,0.000167757,6.36E-06,0.00117049,0.00150677,0,2.52E-06,0,0,0,0,0,0,0,0,0,1.66E-05,6.85E-06,0.0203544,0.00292445,4.96E-06,0,0,5.90E-06,2.88E-06,0,5.40E-05,2.92E-05,8.61E-67,0,5.79E-06,0,0,0,0.00521935,1.02E-05,7.26E-05,2.50E-06,0,0.0419043,0,0,7.47E-104,0,1.40E-06,5.91E-06,0,0,1.55E-05,0,0,0,5.29E-05,0,0.000108121,0.00871577,0,0,0,0,0.00209561,2.31E-132,6.85E-13,6.34E-07,4.80E-05,0,2.82E-06,0,0,1.15E-05,0.00249339,2.79E-06,0.028338,2.03E-86,7.81E-05,0.00210088,0.00120837,0,0,0,0,0.000551121,2.16E-06,9.19E-06,0,0,0,2.28E-05,0,6.17E-06,0,0,0,2.81E-06,0.0254099,4.77E-06,0,1.81E-05,0,2.74E-05,0,9.59E-06,0,0.000455821,0,7.16E-06,0,0,0,0,0,0,0,0,0,0,0,0,0.00111462,0.00140723,0.00178829,0,5.86E-06,6.50E-05,0,0,4.28E-07,2.07E-05,0,0.000963901,0.00048994,0,0.000656798,0,6.38E-05,0,0,9.69E-06,0,2.00E-06,0,3.11E-06,3.43E-06,0,0.000310663,0,2.57E-06,0,0,0,0.00306916,0,0.000258183,0,0.000151452,0,0,8.11E-05,6.46E-07,4.51E-05,0,0,1.40E-05,5.98E-05,7.57E-05,0,0.000928352,0.00321839,7.68E-05,0.000102808,3.62E-06,7.06E-05,4.52E-06,0,0.000818868,0,0,0,0,1.50E-05,0,0,3.15E-05,1.82E-06,0,0.000148626,0.0018647,2.21E-06,4.20E-06,0
8.55E-05,9.53E-05,0,0,0,0,0,0,0,3.97E-06,1.19E-05,4.46E-06,0.00242986,0,2.03E-06,1.10E-05,0,0,0,0,1.47E-05,0,3.43E-07,0.104769,0.0451425,5.21E-07,0.000758525,0.000348417,0.0004267,0.000898064,9.41E-07,0,0,3.96E-07,1.64E-07,0,0,0,6.14E-06,0,4.56E-07,0,1.79E-193,2.87E-05,2.17E-05,0.00257245,0.000303932,6.95E-06,0,8.65E-05,5.36E-06,7.23E-05,3.96E-05,1.85E-06,0,0,0,6.92E-06,0.000523292,0,5.96E-07,7.31E-06,1.02E-06,0,0,0,0,0.00186998,1.56E-05,0,0,0,0,0,0,0,0,0,0,3.28E-05,4.06E-05,0,0,3.36E-06,5.52E-07,0.223743,8.86E-05,3.78E-05,0.000749887,5.37E-05,0,0,4.94065645841247e-324,0,1.01E-28,0,0.000125261,0,0,0,0,8.13E-06,0,0.0165019,0.000109571,0.001151,0,0,1.69E-06,0,0,7.68E-06,5.24E-06,5.06E-06,9.37E-06,0,0,0,0,0.000170726,4.79E-05,2.77E-05,0,0,0.000272259,2.99E-07,0,0,0,0,2.35E-07,0,0,0,0,0,0,0,0,0,3.00E-06,0,4.49E-07,0,0,0.000789941,0,0,0,5.38E-08,0,0,0,0,1.40E-07,0.0187772,5.78E-06,0.0104182,0,3.30E-05,4.35E-06,0.00825234,6.06E-07,6.51E-06,0,0,0.0186129,6.11E-08,0,1.59E-94,0,0,0,0,1.95E-06,0,1.04E-06,9.63E-07,1.38E-06,0.00239018,0,0,1.55E-06,0,1.47E-06,0,4.95E-06,0,0.000189763,0,0,0,0,0,0,0,5.17E-166,0,5.94E-68,0,0,0,0,0.000300168,0.000357397,0.00444389,2.32E-07,0.000333187,1.22E-05,0,0,0,0.000165889,0,1.99E-06,0,0,4.70E-06,0,0,0,0,0,4.37E-07,0,0,0,3.21E-07,0,0,0,9.36E-07,0,0,0,1.56E-05,0,1.60E-05,3.85E-124,0.000561895,1.62E-05,0,1.41E-05,0,6.65E-07,0,0,0,0.000222943,2.52E-06,6.88E-05,0.00356326,0.000116015,4.79E-06,3.45E-05,0,1.26E-06,0,0,0.000471338,0,0,0,4.01E-07,2.89E-06,0,0,2.22E-06,0,0,0,0.0130382,0,0,0
